investor_firm,source_portfolio_url,portfolio_company,portfolio_company_website,industry,niche,business_model,customer_type,geography,recurring_revenue_signal,service_criticality_signal,fragmentation_signal,acquisition_search_context,gb_relevance,follow_up_research_needed,source_confidence,curation_status
BK Growth,https://www.bkgrowth.com/portfolio,Fleetflo,https://www.fleetflo.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,FluidSecure,https://www.fluidsecure.com,Software,Fuel and fluid management technology,Industrial/operational software and hardware-enabled platform,Fleet and fuel/fluid operators,Unknown,Likely recurring platform/service fees; verify,Fuel/fluid control can be operationally critical,Unknown,BK Growth portfolio logo/link from approved page HTML; also appears on Pacific Lake,Cross-source signal; strong candidate for pattern analysis around fleet/fuel operations software,Compare BK and Pacific Lake context; validate revenue model and retention,Medium,seed
BK Growth,https://www.bkgrowth.com/portfolio,Frotcom,https://www.frotcom.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Gendler & Lewis Dermatology,https://amyblewismd.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Gilles Hoppenot,https://www.ghs.fr/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Govineer Solutions,https://www.govineersolutions.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Grasp,https://www.grasptech.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Halsey Health,https://www.halseyhealth.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Happy Paws Vet Partners,https://happypawsveterinarypartners.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
BK Growth,https://www.bkgrowth.com/portfolio,Honolulu Ship Supply,https://honship.com/,Unknown from approved source,Portfolio gallery,Unknown from approved source,Unknown from approved source,Unknown from approved source,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Unknown from approved source; requires enrichment,Listed on Kay-approved source page (Portfolio gallery; item type: operating company).,Preserve for pattern recognition; fit not yet assessed.,"Enrich website, industry, niche, customer type, revenue model, recurrence, criticality, fragmentation, and acquisition context from approved primary sources.",High,source_complete_unfiltered
